amount,method,failure_code,attempt_number,hour_of_day,past_successful_payments,action_type,recovered
7500,upi,INSUFFICIENT_FUNDS,1,0,5,retry_later,1
999,card,GATEWAY_TIMEOUT,2,9,3,recovery_link,0
850,upi,AUTHENTICATION_FAILED,1,19,5,retry_later,0
45000,card,AUTHENTICATION_FAILED,1,21,1,recovery_link,1
25000,card,AUTHENTICATION_FAILED,1,14,0,recovery_link,1
5999,card,INSUFFICIENT_FUNDS,1,18,1,recovery_link,1
1499,upi,INSUFFICIENT_FUNDS,1,6,12,recovery_link,0
8200,netbanking,INSUFFICIENT_FUNDS,2,13,3,retry_now,0
299,upi,MANDATE_EXPIRED,3,15,0,recovery_link,0
7500,upi,GATEWAY_TIMEOUT,1,6,1,retry_now,0
2499,upi,AUTHENTICATION_FAILED,1,19,12,retry_now,0
299,upi,BANK_DOWN,2,9,8,recovery_link,0
5000,netbanking,MANDATE_EXPIRED,2,18,5,retry_now,0
15000,netbanking,GATEWAY_TIMEOUT,1,11,3,retry_now,1
4999,upi,AUTHENTICATION_FAILED,1,11,3,recovery_link,1
4999,upi,BANK_DOWN,1,21,8,retry_later,0
499,upi,BANK_DOWN,1,6,5,retry_later,1
45000,card,INSUFFICIENT_FUNDS,1,20,8,retry_later,0
299,upi,BANK_DOWN,1,16,3,retry_now,0
499,upi,BANK_DOWN,2,12,3,retry_now,0
2500,netbanking,AUTHENTICATION_FAILED,1,2,3,retry_later,1
499,upi,AUTHENTICATION_FAILED,2,10,0,recovery_link,1
45000,card,INSUFFICIENT_FUNDS,1,14,5,retry_now,0
1499,upi,INSUFFICIENT_FUNDS,1,15,3,recovery_link,0
850,upi,GATEWAY_TIMEOUT,2,13,5,retry_later,1
25000,card,INSUFFICIENT_FUNDS,2,23,5,retry_now,0
499,upi,GATEWAY_TIMEOUT,2,8,0,retry_now,0
999,upi,AUTHENTICATION_FAILED,1,7,0,retry_now,0
999,upi,MANDATE_EXPIRED,1,12,0,retry_now,0
499,upi,INSUFFICIENT_FUNDS,1,5,0,retry_now,0
2499,upi,AUTHENTICATION_FAILED,1,15,3,recovery_link,0
499,upi,GATEWAY_TIMEOUT,2,17,1,retry_later,1
1499,mandate,INSUFFICIENT_FUNDS,1,12,1,recovery_link,1
299,upi,BANK_DOWN,1,6,5,retry_later,0
7500,upi,GATEWAY_TIMEOUT,2,15,5,retry_now,1
499,upi,INSUFFICIENT_FUNDS,2,18,3,retry_now,0
850,upi,AUTHENTICATION_FAILED,1,10,5,retry_later,0
45000,card,AUTHENTICATION_FAILED,1,7,8,retry_now,0
35000,netbanking,BANK_DOWN,1,10,3,retry_now,0
299,upi,GATEWAY_TIMEOUT,1,22,3,recovery_link,0
5999,card,GATEWAY_TIMEOUT,1,1,3,retry_now,0
299,upi,INSUFFICIENT_FUNDS,1,0,3,retry_now,0
2499,upi,AUTHENTICATION_FAILED,1,5,0,retry_now,0
7500,upi,BANK_DOWN,3,21,1,retry_later,0
499,upi,AUTHENTICATION_FAILED,3,4,1,retry_now,0
12000,card,GATEWAY_TIMEOUT,1,21,1,retry_now,1
299,upi,AUTHENTICATION_FAILED,3,4,8,recovery_link,1
999,upi,INSUFFICIENT_FUNDS,1,17,3,recovery_link,0
850,upi,AUTHENTICATION_FAILED,1,19,1,retry_later,0
999,card,GATEWAY_TIMEOUT,1,14,5,recovery_link,1
25000,card,MANDATE_EXPIRED,1,2,3,retry_now,0
7500,upi,BANK_DOWN,1,21,0,retry_later,0
499,upi,GATEWAY_TIMEOUT,2,21,20,retry_now,0
4999,upi,GATEWAY_TIMEOUT,1,22,8,retry_now,0
7500,upi,INSUFFICIENT_FUNDS,3,1,5,retry_now,0
850,upi,AUTHENTICATION_FAILED,1,7,3,recovery_link,1
45000,card,BANK_DOWN,3,12,5,retry_later,1
499,upi,GATEWAY_TIMEOUT,1,17,0,recovery_link,0
4999,upi,BANK_DOWN,1,12,0,retry_now,0
999,upi,BANK_DOWN,1,4,5,recovery_link,0
45000,card,BANK_DOWN,3,17,12,retry_now,0
1499,upi,MANDATE_EXPIRED,1,21,12,retry_now,1
1999,card,AUTHENTICATION_FAILED,2,10,3,retry_later,0
14500,mandate,INSUFFICIENT_FUNDS,1,16,5,retry_now,0
2500,netbanking,INSUFFICIENT_FUNDS,1,12,3,recovery_link,1
2499,upi,AUTHENTICATION_FAILED,1,10,5,retry_later,0
999,upi,INSUFFICIENT_FUNDS,1,19,0,retry_now,0
5999,card,GATEWAY_TIMEOUT,1,5,0,retry_now,0
45000,card,AUTHENTICATION_FAILED,1,11,1,retry_later,1
2499,upi,INSUFFICIENT_FUNDS,1,6,5,retry_later,0
75000,netbanking,BANK_DOWN,2,16,0,retry_later,0
1499,upi,GATEWAY_TIMEOUT,3,4,5,retry_now,0
499,mandate,INSUFFICIENT_FUNDS,2,5,3,retry_now,0
7500,upi,MANDATE_EXPIRED,1,19,5,recovery_link,1
999,upi,GATEWAY_TIMEOUT,2,16,3,retry_now,0
35000,netbanking,GATEWAY_TIMEOUT,2,13,3,retry_later,0
45000,card,BANK_DOWN,2,17,3,retry_later,1
2499,upi,INSUFFICIENT_FUNDS,3,21,1,retry_later,0
2499,upi,AUTHENTICATION_FAILED,2,19,1,retry_later,0
999,card,INSUFFICIENT_FUNDS,2,13,20,retry_now,0
299,upi,MANDATE_EXPIRED,1,9,3,retry_now,1
850,upi,AUTHENTICATION_FAILED,1,3,5,retry_now,0
7500,upi,INSUFFICIENT_FUNDS,1,6,5,retry_later,0
3499,card,AUTHENTICATION_FAILED,1,16,3,retry_later,0
999,mandate,GATEWAY_TIMEOUT,1,22,20,retry_later,1
25000,card,GATEWAY_TIMEOUT,3,20,3,retry_later,0
75000,netbanking,INSUFFICIENT_FUNDS,1,11,1,recovery_link,0
499,upi,INSUFFICIENT_FUNDS,2,6,8,retry_now,0
2500,netbanking,AUTHENTICATION_FAILED,1,19,0,recovery_link,1
4999,upi,INSUFFICIENT_FUNDS,1,5,1,retry_now,0
4999,upi,INSUFFICIENT_FUNDS,1,2,5,retry_later,1
2499,upi,INSUFFICIENT_FUNDS,1,11,3,retry_later,0
299,upi,INSUFFICIENT_FUNDS,1,19,0,recovery_link,0
25000,card,BANK_DOWN,1,23,0,retry_later,1
25000,card,BANK_DOWN,1,2,3,retry_now,0
12000,card,GATEWAY_TIMEOUT,1,5,12,retry_now,0
999,upi,INSUFFICIENT_FUNDS,2,5,12,recovery_link,0
999,card,BANK_DOWN,1,7,3,recovery_link,1
999,upi,BANK_DOWN,2,17,1,retry_later,0
7500,upi,INSUFFICIENT_FUNDS,2,15,1,retry_later,0
1499,mandate,INSUFFICIENT_FUNDS,1,8,3,recovery_link,0
1999,card,GATEWAY_TIMEOUT,2,19,8,retry_now,0
7500,upi,GATEWAY_TIMEOUT,1,1,1,retry_now,0
25000,card,GATEWAY_TIMEOUT,1,15,5,retry_later,1
999,mandate,INSUFFICIENT_FUNDS,1,0,8,recovery_link,0
25000,card,INSUFFICIENT_FUNDS,2,1,3,retry_later,0
7500,upi,BANK_DOWN,1,21,8,recovery_link,1
25000,card,GATEWAY_TIMEOUT,1,23,5,retry_later,1
4999,upi,AUTHENTICATION_FAILED,3,1,1,retry_now,0
499,mandate,INSUFFICIENT_FUNDS,2,18,1,recovery_link,0
75000,netbanking,INSUFFICIENT_FUNDS,1,2,0,retry_now,0
12000,card,GATEWAY_TIMEOUT,2,21,0,recovery_link,1
12000,card,GATEWAY_TIMEOUT,1,19,8,recovery_link,0
999,mandate,GATEWAY_TIMEOUT,1,15,0,retry_now,0
850,upi,INSUFFICIENT_FUNDS,1,5,0,retry_now,0
850,upi,AUTHENTICATION_FAILED,1,19,5,retry_later,0
850,upi,INSUFFICIENT_FUNDS,2,1,0,retry_now,0
25000,card,GATEWAY_TIMEOUT,3,14,12,recovery_link,1
3499,card,AUTHENTICATION_FAILED,1,13,3,retry_now,0
1499,upi,INSUFFICIENT_FUNDS,2,3,0,recovery_link,0
4999,upi,INSUFFICIENT_FUNDS,1,4,12,retry_now,0
850,upi,GATEWAY_TIMEOUT,1,12,0,retry_now,0
3499,card,GATEWAY_TIMEOUT,2,2,8,retry_later,1
14500,mandate,INSUFFICIENT_FUNDS,1,11,0,recovery_link,0
999,upi,GATEWAY_TIMEOUT,3,3,0,retry_now,0
2499,upi,MANDATE_EXPIRED,1,4,1,recovery_link,1
2500,netbanking,MANDATE_EXPIRED,1,15,12,retry_now,0
7500,upi,GATEWAY_TIMEOUT,1,5,3,retry_now,1
2999,mandate,AUTHENTICATION_FAILED,2,0,3,retry_later,1
2499,upi,BANK_DOWN,1,5,8,retry_now,0
1499,upi,AUTHENTICATION_FAILED,1,1,0,recovery_link,1
7500,upi,MANDATE_EXPIRED,1,9,5,retry_later,1
3499,card,GATEWAY_TIMEOUT,1,5,12,retry_later,1
7500,upi,BANK_DOWN,1,3,0,retry_later,1
999,card,INSUFFICIENT_FUNDS,1,23,5,retry_now,0
7500,upi,INSUFFICIENT_FUNDS,1,16,0,retry_now,1
5999,card,INSUFFICIENT_FUNDS,1,18,0,retry_later,0
999,card,CARD_DECLINED,1,1,3,retry_later,0
999,card,INSUFFICIENT_FUNDS,3,9,3,retry_later,0
850,upi,INSUFFICIENT_FUNDS,1,6,0,retry_later,0
2499,upi,INSUFFICIENT_FUNDS,1,22,3,recovery_link,1
2499,upi,INSUFFICIENT_FUNDS,1,21,8,retry_now,0
1499,upi,AUTHENTICATION_FAILED,2,12,3,retry_later,1
850,upi,GATEWAY_TIMEOUT,1,15,0,retry_now,1
1499,upi,INSUFFICIENT_FUNDS,3,20,3,retry_now,0
7500,upi,BANK_DOWN,1,3,12,recovery_link,1
499,upi,AUTHENTICATION_FAILED,2,18,5,retry_now,0
2499,upi,AUTHENTICATION_FAILED,1,22,0,retry_now,0
999,card,INSUFFICIENT_FUNDS,2,9,5,recovery_link,0
35000,netbanking,GATEWAY_TIMEOUT,3,20,1,recovery_link,1
4999,upi,GATEWAY_TIMEOUT,1,17,5,retry_now,1
999,mandate,MANDATE_EXPIRED,1,1,3,retry_now,0
15000,netbanking,INSUFFICIENT_FUNDS,1,23,5,retry_later,0
499,upi,GATEWAY_TIMEOUT,3,14,8,recovery_link,1
850,upi,BANK_DOWN,1,14,0,retry_later,1
2500,netbanking,MANDATE_EXPIRED,1,5,5,retry_now,0
999,card,AUTHENTICATION_FAILED,2,17,12,retry_later,0
12000,card,INSUFFICIENT_FUNDS,1,16,8,recovery_link,0
499,upi,GATEWAY_TIMEOUT,3,0,5,retry_now,0
4999,mandate,AUTHENTICATION_FAILED,1,2,20,recovery_link,0
850,upi,BANK_DOWN,2,14,12,retry_now,0
12000,card,GATEWAY_TIMEOUT,3,16,3,retry_now,0
1499,upi,GATEWAY_TIMEOUT,1,13,3,retry_now,1
15000,netbanking,INSUFFICIENT_FUNDS,1,9,3,retry_now,0
7500,upi,AUTHENTICATION_FAILED,1,18,1,retry_now,1
1999,card,AUTHENTICATION_FAILED,1,12,3,recovery_link,0
299,upi,MANDATE_EXPIRED,1,18,3,recovery_link,0
5999,card,INSUFFICIENT_FUNDS,1,13,0,recovery_link,0
999,upi,AUTHENTICATION_FAILED,1,12,3,retry_later,0
25000,card,GATEWAY_TIMEOUT,1,5,1,recovery_link,1
1499,upi,AUTHENTICATION_FAILED,2,12,3,recovery_link,1
3499,card,INSUFFICIENT_FUNDS,1,9,0,retry_now,0
850,upi,INSUFFICIENT_FUNDS,1,11,3,retry_later,0
850,upi,AUTHENTICATION_FAILED,1,18,12,recovery_link,1
999,upi,INSUFFICIENT_FUNDS,1,13,0,recovery_link,1
2999,mandate,GATEWAY_TIMEOUT,1,2,3,recovery_link,0
499,upi,INSUFFICIENT_FUNDS,1,23,1,retry_now,0
45000,card,CARD_DECLINED,2,22,3,retry_now,0
2499,upi,GATEWAY_TIMEOUT,1,7,0,retry_now,1
299,upi,GATEWAY_TIMEOUT,2,11,12,retry_later,1
499,upi,INSUFFICIENT_FUNDS,1,20,0,retry_now,0
4999,upi,INSUFFICIENT_FUNDS,1,2,3,recovery_link,0
4999,mandate,BANK_DOWN,1,8,3,retry_now,0
299,upi,GATEWAY_TIMEOUT,2,14,8,recovery_link,1
499,upi,INSUFFICIENT_FUNDS,2,10,5,retry_later,0
2999,mandate,AUTHENTICATION_FAILED,1,17,5,recovery_link,0
12000,card,AUTHENTICATION_FAILED,1,9,12,recovery_link,1
8200,netbanking,INSUFFICIENT_FUNDS,1,8,20,retry_now,0
850,upi,INSUFFICIENT_FUNDS,1,21,5,retry_now,0
499,mandate,INSUFFICIENT_FUNDS,1,2,3,recovery_link,0
4999,upi,AUTHENTICATION_FAILED,1,10,1,recovery_link,0
1499,upi,AUTHENTICATION_FAILED,1,19,0,recovery_link,1
12000,card,INSUFFICIENT_FUNDS,1,4,1,recovery_link,0
4999,upi,INSUFFICIENT_FUNDS,1,8,5,retry_later,0
4999,upi,GATEWAY_TIMEOUT,1,13,1,retry_later,1
2499,upi,BANK_DOWN,1,14,1,retry_later,0
45000,card,GATEWAY_TIMEOUT,1,7,0,retry_later,1
2499,upi,AUTHENTICATION_FAILED,1,12,8,retry_now,0
2499,upi,BANK_DOWN,2,1,0,retry_later,0
299,upi,AUTHENTICATION_FAILED,1,21,3,retry_now,0
7500,upi,INSUFFICIENT_FUNDS,1,15,5,retry_now,0
999,card,GATEWAY_TIMEOUT,1,3,0,recovery_link,1
1499,upi,CARD_DECLINED,1,16,5,recovery_link,0
2500,netbanking,INSUFFICIENT_FUNDS,1,18,3,recovery_link,0
999,mandate,AUTHENTICATION_FAILED,2,5,3,retry_now,0
1499,mandate,GATEWAY_TIMEOUT,1,22,3,retry_now,1
5000,netbanking,INSUFFICIENT_FUNDS,2,5,0,retry_now,0
3499,card,INSUFFICIENT_FUNDS,1,11,5,retry_later,0
2499,upi,BANK_DOWN,3,20,0,retry_later,0
499,upi,MANDATE_EXPIRED,1,22,5,retry_now,0
299,upi,BANK_DOWN,1,13,1,retry_later,0
850,upi,INSUFFICIENT_FUNDS,2,2,0,recovery_link,0
3499,card,INSUFFICIENT_FUNDS,2,19,5,retry_later,0
499,mandate,GATEWAY_TIMEOUT,1,12,5,recovery_link,1
1999,card,INSUFFICIENT_FUNDS,1,0,0,recovery_link,0
5999,card,GATEWAY_TIMEOUT,1,0,5,retry_now,1
1999,card,BANK_DOWN,2,8,1,retry_later,0
3499,card,INSUFFICIENT_FUNDS,2,16,8,retry_now,0
1499,upi,BANK_DOWN,1,22,5,retry_now,0
5999,card,GATEWAY_TIMEOUT,1,9,3,retry_later,1
1499,mandate,GATEWAY_TIMEOUT,1,21,12,retry_later,1
35000,netbanking,GATEWAY_TIMEOUT,2,22,0,retry_now,0
999,card,INSUFFICIENT_FUNDS,1,21,5,recovery_link,0
499,upi,AUTHENTICATION_FAILED,1,14,12,recovery_link,1
4999,upi,INSUFFICIENT_FUNDS,3,16,3,retry_later,0
3499,card,BANK_DOWN,3,10,3,retry_now,0
850,upi,BANK_DOWN,1,7,0,retry_later,1
5999,card,AUTHENTICATION_FAILED,2,5,1,recovery_link,0
5999,card,BANK_DOWN,1,7,1,recovery_link,0
7500,upi,INSUFFICIENT_FUNDS,1,5,12,recovery_link,0
299,upi,CARD_DECLINED,2,17,12,recovery_link,1
5000,netbanking,INSUFFICIENT_FUNDS,1,0,0,retry_now,0
299,upi,GATEWAY_TIMEOUT,2,16,8,retry_now,0
15000,netbanking,BANK_DOWN,2,3,0,recovery_link,1
1499,upi,INSUFFICIENT_FUNDS,1,23,1,retry_now,0
999,card,MANDATE_EXPIRED,1,1,5,recovery_link,1
25000,card,BANK_DOWN,1,10,1,recovery_link,0
2500,netbanking,GATEWAY_TIMEOUT,1,23,5,retry_now,1
299,upi,BANK_DOWN,1,8,12,retry_now,0
2499,upi,GATEWAY_TIMEOUT,1,22,0,retry_now,1
499,upi,BANK_DOWN,1,20,3,retry_later,1
45000,card,BANK_DOWN,2,7,20,recovery_link,1
1499,upi,GATEWAY_TIMEOUT,2,15,0,retry_later,1
5999,card,GATEWAY_TIMEOUT,1,6,1,retry_now,1
5999,card,GATEWAY_TIMEOUT,1,19,3,recovery_link,1
499,upi,INSUFFICIENT_FUNDS,1,21,5,recovery_link,1
4999,upi,AUTHENTICATION_FAILED,1,14,8,retry_later,0
999,upi,BANK_DOWN,1,2,0,recovery_link,0
850,upi,AUTHENTICATION_FAILED,1,9,20,recovery_link,1
1499,mandate,INSUFFICIENT_FUNDS,3,2,5,recovery_link,0
2999,mandate,GATEWAY_TIMEOUT,1,9,5,retry_now,0
850,upi,INSUFFICIENT_FUNDS,2,3,3,recovery_link,0
4999,upi,AUTHENTICATION_FAILED,3,13,1,retry_now,0
499,upi,AUTHENTICATION_FAILED,1,22,8,recovery_link,0
1999,card,INSUFFICIENT_FUNDS,1,17,1,retry_later,0
15000,netbanking,GATEWAY_TIMEOUT,2,4,0,retry_later,1
2500,netbanking,INSUFFICIENT_FUNDS,2,0,12,retry_later,0
2499,upi,AUTHENTICATION_FAILED,1,1,3,recovery_link,1
5000,netbanking,INSUFFICIENT_FUNDS,1,17,5,retry_later,0
499,upi,BANK_DOWN,1,20,12,retry_now,0
5999,card,INSUFFICIENT_FUNDS,1,4,20,recovery_link,1
299,upi,MANDATE_EXPIRED,1,1,5,retry_later,0
999,card,AUTHENTICATION_FAILED,1,11,20,retry_now,0
75000,netbanking,BANK_DOWN,1,5,3,retry_now,0
299,upi,INSUFFICIENT_FUNDS,2,4,0,retry_later,0
299,upi,INSUFFICIENT_FUNDS,1,15,1,retry_later,0
1499,upi,CARD_DECLINED,1,10,5,recovery_link,1
5999,card,AUTHENTICATION_FAILED,1,17,3,recovery_link,0
1499,upi,GATEWAY_TIMEOUT,3,3,3,retry_later,0
1999,card,MANDATE_EXPIRED,3,6,8,recovery_link,0
2500,netbanking,INSUFFICIENT_FUNDS,1,10,0,recovery_link,0
25000,card,GATEWAY_TIMEOUT,1,14,8,retry_now,1
5999,card,BANK_DOWN,1,7,1,retry_later,0
4999,upi,GATEWAY_TIMEOUT,1,13,3,retry_later,1
3499,card,INSUFFICIENT_FUNDS,3,16,0,retry_later,0
75000,netbanking,INSUFFICIENT_FUNDS,3,9,3,retry_later,0
7500,upi,INSUFFICIENT_FUNDS,3,22,0,retry_later,0
4999,upi,AUTHENTICATION_FAILED,1,18,0,retry_later,0
2499,upi,GATEWAY_TIMEOUT,1,15,5,retry_later,1
999,mandate,INSUFFICIENT_FUNDS,1,2,20,retry_now,0
299,upi,GATEWAY_TIMEOUT,1,9,5,recovery_link,1
1999,card,GATEWAY_TIMEOUT,1,12,5,retry_now,1
75000,netbanking,INSUFFICIENT_FUNDS,3,21,0,retry_later,1
2499,upi,INSUFFICIENT_FUNDS,2,18,3,retry_later,0
2500,netbanking,INSUFFICIENT_FUNDS,1,3,1,recovery_link,0
75000,netbanking,MANDATE_EXPIRED,1,18,1,retry_later,1
299,upi,AUTHENTICATION_FAILED,3,15,0,retry_later,0
299,upi,INSUFFICIENT_FUNDS,3,22,5,recovery_link,0
2500,netbanking,AUTHENTICATION_FAILED,1,12,1,recovery_link,1
299,upi,INSUFFICIENT_FUNDS,1,18,0,recovery_link,1
4999,upi,INSUFFICIENT_FUNDS,1,19,5,retry_now,0
499,upi,INSUFFICIENT_FUNDS,3,20,1,recovery_link,0
1499,mandate,BANK_DOWN,2,7,12,retry_later,0
499,upi,INSUFFICIENT_FUNDS,1,13,12,retry_later,0
12000,card,GATEWAY_TIMEOUT,1,17,0,retry_later,1
999,upi,AUTHENTICATION_FAILED,3,16,1,retry_now,0
999,mandate,AUTHENTICATION_FAILED,1,9,1,recovery_link,1
2500,netbanking,CARD_DECLINED,1,14,3,retry_now,0
850,upi,INSUFFICIENT_FUNDS,1,0,0,retry_now,0
850,upi,GATEWAY_TIMEOUT,1,14,3,retry_later,1
850,upi,INSUFFICIENT_FUNDS,1,7,1,recovery_link,0
12000,card,INSUFFICIENT_FUNDS,1,13,8,retry_now,1
12000,card,INSUFFICIENT_FUNDS,2,16,1,recovery_link,1
4999,upi,BANK_DOWN,1,4,5,retry_later,1
2499,upi,BANK_DOWN,2,18,3,retry_later,0
2500,netbanking,GATEWAY_TIMEOUT,1,23,3,retry_now,1
4999,upi,INSUFFICIENT_FUNDS,1,5,5,retry_now,0
850,upi,INSUFFICIENT_FUNDS,1,14,20,recovery_link,0
499,upi,AUTHENTICATION_FAILED,1,11,8,retry_later,1
4999,upi,AUTHENTICATION_FAILED,2,5,0,retry_now,0
499,upi,AUTHENTICATION_FAILED,1,15,5,retry_later,0
4999,upi,GATEWAY_TIMEOUT,1,11,1,retry_now,0
75000,netbanking,AUTHENTICATION_FAILED,1,15,0,recovery_link,0
299,upi,GATEWAY_TIMEOUT,2,10,12,recovery_link,1
999,card,AUTHENTICATION_FAILED,1,12,5,retry_now,1
1499,upi,MANDATE_EXPIRED,1,9,8,retry_now,0
7500,upi,CARD_DECLINED,1,1,0,recovery_link,1
850,upi,INSUFFICIENT_FUNDS,1,4,0,retry_now,0
999,mandate,INSUFFICIENT_FUNDS,2,23,8,recovery_link,0
4999,mandate,INSUFFICIENT_FUNDS,1,6,5,retry_later,0
999,card,AUTHENTICATION_FAILED,1,1,1,retry_now,0
75000,netbanking,INSUFFICIENT_FUNDS,1,11,8,retry_now,0
999,upi,BANK_DOWN,1,4,3,recovery_link,1
999,upi,BANK_DOWN,1,1,1,retry_later,0
15000,netbanking,INSUFFICIENT_FUNDS,1,18,0,retry_later,0
850,upi,INSUFFICIENT_FUNDS,3,2,3,retry_now,0
3499,card,AUTHENTICATION_FAILED,1,19,0,retry_later,0
499,mandate,GATEWAY_TIMEOUT,3,0,1,retry_now,0
35000,netbanking,AUTHENTICATION_FAILED,1,5,0,retry_now,0
2999,mandate,BANK_DOWN,1,1,3,retry_later,0
15000,netbanking,GATEWAY_TIMEOUT,3,1,3,retry_later,0
4999,upi,MANDATE_EXPIRED,1,1,1,recovery_link,1
299,upi,AUTHENTICATION_FAILED,1,13,3,recovery_link,1
1999,card,INSUFFICIENT_FUNDS,1,11,0,recovery_link,0
850,upi,GATEWAY_TIMEOUT,1,13,8,retry_now,1
4999,upi,INSUFFICIENT_FUNDS,1,23,1,retry_now,0
499,upi,AUTHENTICATION_FAILED,1,16,5,retry_now,0
499,upi,GATEWAY_TIMEOUT,2,13,0,recovery_link,1
75000,netbanking,INSUFFICIENT_FUNDS,1,21,3,retry_now,0
75000,netbanking,GATEWAY_TIMEOUT,3,9,12,retry_now,0
2499,upi,INSUFFICIENT_FUNDS,1,7,1,retry_now,0
999,upi,MANDATE_EXPIRED,1,22,8,recovery_link,0
1499,upi,GATEWAY_TIMEOUT,1,14,5,retry_later,1
3499,card,AUTHENTICATION_FAILED,2,12,3,retry_later,0
2499,upi,BANK_DOWN,3,11,12,recovery_link,0
2999,mandate,GATEWAY_TIMEOUT,1,23,3,retry_later,1
1499,upi,MANDATE_EXPIRED,1,5,1,retry_now,0
8200,netbanking,GATEWAY_TIMEOUT,3,19,12,recovery_link,1
850,upi,INSUFFICIENT_FUNDS,1,11,3,retry_later,0
299,upi,BANK_DOWN,1,8,0,retry_now,0
999,mandate,AUTHENTICATION_FAILED,1,9,0,retry_later,0
999,upi,INSUFFICIENT_FUNDS,2,5,12,retry_now,0
999,upi,INSUFFICIENT_FUNDS,2,1,3,retry_later,0
299,upi,AUTHENTICATION_FAILED,1,20,5,retry_now,1
5000,netbanking,MANDATE_EXPIRED,3,2,3,retry_now,0
1499,mandate,INSUFFICIENT_FUNDS,1,11,8,retry_later,0
7500,upi,AUTHENTICATION_FAILED,1,21,5,recovery_link,1
850,upi,INSUFFICIENT_FUNDS,2,21,0,recovery_link,0
5000,netbanking,BANK_DOWN,2,14,3,retry_now,0
999,upi,GATEWAY_TIMEOUT,1,3,1,retry_now,1
14500,mandate,BANK_DOWN,1,4,8,recovery_link,0
1499,mandate,INSUFFICIENT_FUNDS,1,21,20,retry_later,1
850,upi,MANDATE_EXPIRED,2,2,1,recovery_link,0
2999,mandate,AUTHENTICATION_FAILED,1,9,1,retry_now,0
45000,card,BANK_DOWN,1,20,5,retry_now,0
999,upi,INSUFFICIENT_FUNDS,1,11,3,retry_now,0
299,upi,AUTHENTICATION_FAILED,1,5,3,recovery_link,1
2499,upi,GATEWAY_TIMEOUT,3,11,8,retry_now,0
5000,netbanking,AUTHENTICATION_FAILED,1,22,5,retry_now,0
850,upi,AUTHENTICATION_FAILED,1,11,8,recovery_link,1
45000,card,BANK_DOWN,1,4,1,retry_now,0
2999,mandate,GATEWAY_TIMEOUT,1,1,3,retry_later,1
499,upi,GATEWAY_TIMEOUT,2,5,8,retry_later,1
850,upi,INSUFFICIENT_FUNDS,1,11,5,retry_now,0
850,upi,CARD_DECLINED,2,15,5,recovery_link,0
12000,card,GATEWAY_TIMEOUT,2,12,3,retry_later,1
999,upi,AUTHENTICATION_FAILED,3,4,0,retry_now,0
1499,upi,AUTHENTICATION_FAILED,1,4,1,retry_now,0
45000,card,BANK_DOWN,1,21,5,recovery_link,1
4999,upi,AUTHENTICATION_FAILED,1,19,20,retry_now,0
999,upi,GATEWAY_TIMEOUT,2,20,5,retry_later,1
499,upi,BANK_DOWN,1,8,3,recovery_link,0
15000,netbanking,INSUFFICIENT_FUNDS,1,7,8,retry_now,0
1999,card,AUTHENTICATION_FAILED,1,21,0,retry_later,0
45000,card,INSUFFICIENT_FUNDS,1,12,1,recovery_link,0
2499,upi,GATEWAY_TIMEOUT,2,15,0,retry_now,1
25000,card,GATEWAY_TIMEOUT,1,2,3,recovery_link,0
3499,card,INSUFFICIENT_FUNDS,1,8,0,recovery_link,0
1999,card,INSUFFICIENT_FUNDS,1,14,3,recovery_link,1
850,upi,INSUFFICIENT_FUNDS,1,5,3,retry_now,0
5999,card,INSUFFICIENT_FUNDS,1,23,5,recovery_link,1
4999,upi,INSUFFICIENT_FUNDS,2,19,3,retry_now,0
7500,upi,AUTHENTICATION_FAILED,1,5,3,recovery_link,0
1999,card,INSUFFICIENT_FUNDS,1,12,5,retry_now,1
12000,card,MANDATE_EXPIRED,1,20,3,recovery_link,0
14500,mandate,BANK_DOWN,1,22,5,recovery_link,1
3499,card,AUTHENTICATION_FAILED,1,0,12,retry_later,0
1999,card,BANK_DOWN,1,1,0,retry_now,0
7500,upi,GATEWAY_TIMEOUT,2,8,20,retry_later,1
499,mandate,GATEWAY_TIMEOUT,2,0,0,retry_later,0
4999,upi,GATEWAY_TIMEOUT,1,9,3,recovery_link,1
15000,netbanking,MANDATE_EXPIRED,2,12,8,retry_now,0
299,upi,CARD_DECLINED,1,7,3,retry_later,0
4999,upi,GATEWAY_TIMEOUT,3,18,3,recovery_link,1
2499,upi,GATEWAY_TIMEOUT,1,22,3,recovery_link,1
299,upi,INSUFFICIENT_FUNDS,1,11,0,retry_later,0
3499,card,GATEWAY_TIMEOUT,1,2,8,retry_later,1
45000,card,MANDATE_EXPIRED,1,10,5,recovery_link,1
3499,card,INSUFFICIENT_FUNDS,3,8,8,retry_now,0
1499,upi,INSUFFICIENT_FUNDS,2,9,5,recovery_link,0
1999,card,MANDATE_EXPIRED,2,8,1,recovery_link,0
8200,netbanking,INSUFFICIENT_FUNDS,1,21,8,retry_later,0
2499,upi,INSUFFICIENT_FUNDS,1,4,5,recovery_link,1
4999,mandate,MANDATE_EXPIRED,1,16,3,recovery_link,0
7500,upi,INSUFFICIENT_FUNDS,1,22,0,retry_now,0
2499,upi,AUTHENTICATION_FAILED,1,20,5,retry_later,1
5000,netbanking,INSUFFICIENT_FUNDS,1,0,0,retry_now,0
850,upi,GATEWAY_TIMEOUT,2,7,3,retry_now,0
999,card,INSUFFICIENT_FUNDS,1,3,1,retry_later,0
